"Study","Disorder","Analysis","Fold","Repeat","Balanced Accuracy","group_var"
"UCLA_CNP","ADHD","SPI_Combo",10,8,53.4,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",10,9,45.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",10,10,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",10,11,58,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",11,2,62.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",11,3,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",11,4,56.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10 psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",11,5,53.4,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",11,6,40.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",11,7,50,"pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",11,8,45.5,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",11,9,50,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",11,10,31.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",11,11,50,"bary_dtw_mean pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
"ABIDE","ASD","SPI_Combo",2,2,61.1,"pec"
"ABIDE","ASD","SPI_Combo",2,3,60.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",2,4,63.3,"pec"
"ABIDE","ASD","SPI_Combo",2,5,63.2,"pec"
"ABIDE","ASD","SPI_Combo",2,6,60.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",2,7,55.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",2,8,63,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",2,9,60.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",2,10,58.4,"pec"
"ABIDE","ASD","SPI_Combo",2,11,72.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",3,2,56.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",3,3,55.8,"di_gaussian"
"ABIDE","ASD","SPI_Combo",3,4,69.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",3,5,59.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",3,6,62.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",3,7,56.6,"di_gaussian"
"ABIDE","ASD","SPI_Combo",3,8,56.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",3,9,59.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",3,10,56.3,"phi_star_t-1_norm-0"
"ABIDE","ASD","SPI_Combo",3,11,61.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",4,2,60.8,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",4,3,56.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",4,4,58.5,"phi_star_t-1_norm-0"
"ABIDE","ASD","SPI_Combo",4,5,58.9,"pec"
"ABIDE","ASD","SPI_Combo",4,6,68.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",4,7,58.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",4,8,57.7,"pec"
"ABIDE","ASD","SPI_Combo",4,9,62.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",4,10,55.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",4,11,52.5,"di_gaussian"
"ABIDE","ASD","SPI_Combo",5,2,57.5,"pec"
"ABIDE","ASD","SPI_Combo",5,3,55.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",5,4,56.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",5,5,54.6,"pec"
"ABIDE","ASD","SPI_Combo",5,6,63.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",5,7,56.2,"pec"
"ABIDE","ASD","SPI_Combo",5,8,54.8,"di_gaussian"
"ABIDE","ASD","SPI_Combo",5,9,53.9,"pec"
"ABIDE","ASD","SPI_Combo",5,10,58.4,"pec"
"ABIDE","ASD","SPI_Combo",5,11,59.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",6,2,54.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",6,3,49.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",6,4,53.9,"pec"
"ABIDE","ASD","SPI_Combo",6,5,59.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",6,6,58.1,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"ABIDE","ASD","SPI_Combo",6,7,56.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",6,8,45.9,"anm"
"ABIDE","ASD","SPI_Combo",6,9,54.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",6,10,53.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",6,11,56.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",7,2,47.9,"pec"
"ABIDE","ASD","SPI_Combo",7,3,56.2,"te_kraskov_NN-4_DCE_k-max-10_tau-max-4"
"ABIDE","ASD","SPI_Combo",7,4,62,"di_gaussian"
"ABIDE","ASD","SPI_Combo",7,5,59.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",7,6,58.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",7,7,54.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",7,8,52.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",7,9,59.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",7,10,57.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",7,11,51.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",8,2,57.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",8,3,57.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",8,4,59.1,"pec"
"ABIDE","ASD","SPI_Combo",8,5,53.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",8,6,48.4,"di_gaussian"
"ABIDE","ASD","SPI_Combo",8,7,55.8,"pec"
"ABIDE","ASD","SPI_Combo",8,8,60.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",8,9,62.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",8,10,56.1,"phi_star_t-1_norm-0"
"ABIDE","ASD","SPI_Combo",8,11,61.9,"pec"
"ABIDE","ASD","SPI_Combo",9,2,61.6,"di_gaussian"
"ABIDE","ASD","SPI_Combo",9,3,63,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",9,4,58.5,"pec"
"ABIDE","ASD","SPI_Combo",9,5,62.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",9,6,58.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",9,7,64.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",9,8,59.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",9,9,57.4,"pec"
"ABIDE","ASD","SPI_Combo",9,10,65.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",9,11,52.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",10,2,58.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",10,3,62.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",10,4,57.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",10,5,55.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",10,6,55.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",10,7,64.9,"pec"
"ABIDE","ASD","SPI_Combo",10,8,66.8,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",10,9,59.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",10,10,63.8,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",10,11,58.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",11,2,59.5,"di_gaussian"
"ABIDE","ASD","SPI_Combo",11,3,56.2,"pec"
"ABIDE","ASD","SPI_Combo",11,4,57.5,"pec"
"ABIDE","ASD","SPI_Combo",11,5,47.4,"pec"
"ABIDE","ASD","SPI_Combo",11,6,58.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",11,7,57,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI_Combo",11,8,64.9,"bary_dtw_mean"
"ABIDE","ASD","SPI_Combo",11,9,49.1,"pec"
"ABIDE","ASD","SPI_Combo",11,10,53.2,"pec"
"ABIDE","ASD","SPI_Combo",11,11,61.8,"cov_EmpiricalCovariance"
"UCLA_CNP","BP","SPI_Combo",2,2,75.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",2,3,60,"bary_dtw_mean"
"UCLA_CNP","BP","SPI_Combo",2,4,63.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",2,5,71.7,"pec"
"UCLA_CNP","BP","SPI_Combo",2,6,57.5,"pec"
"UCLA_CNP","BP","SPI_Combo",2,7,91.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",2,8,55.8,"pec"
"UCLA_CNP","BP","SPI_Combo",2,9,81.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",2,10,55.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",2,11,70,"pec"
"UCLA_CNP","BP","SPI_Combo",3,2,75.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",3,3,51.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",3,4,75.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",3,5,70,"pec"
"UCLA_CNP","BP","SPI_Combo",3,6,47.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",3,7,43.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",3,8,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",3,9,75.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",3,10,49.2,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",3,11,57.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",4,2,75.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",4,3,80,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",4,4,80,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",4,5,65.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",4,6,61.7,"pec"
"UCLA_CNP","BP","SPI_Combo",4,7,43.3,"pec"
"UCLA_CNP","BP","SPI_Combo",4,8,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",4,9,65.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",4,10,71.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",4,11,65.8,"pec"
"UCLA_CNP","BP","SPI_Combo",5,2,77.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",5,3,75.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",5,4,71.7,"pec"
"UCLA_CNP","BP","SPI_Combo",5,5,70,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",5,6,55.8,"pec"
"UCLA_CNP","BP","SPI_Combo",5,7,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",5,8,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",5,9,65.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",5,10,80,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",5,11,49.2,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",6,2,59.2,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",6,3,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",6,4,57.5,"pec"
"UCLA_CNP","BP","SPI_Combo",6,5,63.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",6,6,57.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",6,7,77.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",6,8,75.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",6,9,65.8,"pec"
"UCLA_CNP","BP","SPI_Combo",6,10,60,"pec"
"UCLA_CNP","BP","SPI_Combo",6,11,47.5,"pec"
"UCLA_CNP","BP","SPI_Combo",7,2,41.7,"pec"
"UCLA_CNP","BP","SPI_Combo",7,3,79.2,"pec"
"UCLA_CNP","BP","SPI_Combo",7,4,70.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",7,5,62.5,"phi_star_t-1_norm-0"
"UCLA_CNP","BP","SPI_Combo",7,6,70.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",7,7,66.7,"pec"
"UCLA_CNP","BP","SPI_Combo",7,8,58.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",7,9,54.2,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",7,10,54.2,"pec"
"UCLA_CNP","BP","SPI_Combo",7,11,95.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",8,2,50.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",8,3,70.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",8,4,65.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",8,5,90,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",8,6,75.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",8,7,80,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",8,8,85.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",8,9,50.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",8,10,50.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",8,11,75.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",9,2,60,"bary_dtw_mean"
"UCLA_CNP","BP","SPI_Combo",9,3,60,"phi_star_t-1_norm-0"
"UCLA_CNP","BP","SPI_Combo",9,4,56.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",9,5,70.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",9,6,80,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",9,7,60,"pec"
"UCLA_CNP","BP","SPI_Combo",9,8,56.4,"bary_dtw_mean"
"UCLA_CNP","BP","SPI_Combo",9,9,61.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",9,10,60.9,"pec"
"UCLA_CNP","BP","SPI_Combo",9,11,65.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",10,2,90,"pec"
"UCLA_CNP","BP","SPI_Combo",10,3,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",10,4,60,"pec"
"UCLA_CNP","BP","SPI_Combo",10,5,40.9,"pec"
"UCLA_CNP","BP","SPI_Combo",10,6,56.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",10,7,85.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",10,8,95.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",10,9,60,"phi_star_t-1_norm-0"
"UCLA_CNP","BP","SPI_Combo",10,10,70.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",10,11,80,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",11,2,55.5,"pec"
"UCLA_CNP","BP","SPI_Combo",11,3,40.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","BP","SPI_Combo",11,4,65.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",11,5,46.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",11,6,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",11,7,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",11,8,56.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",11,9,70.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",11,10,75.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI_Combo",11,11,70.9,"pec"
"UCLA_CNP","SCZ","SPI_Combo",2,2,70,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",2,3,80,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",2,4,47.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",2,5,71.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",2,6,53.3,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",2,7,80,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",2,8,85.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",2,9,75.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",2,10,75.8,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI_Combo",2,11,75.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",3,2,75.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",3,3,57.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",3,4,60,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI_Combo",3,5,75.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",3,6,90,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",3,7,55.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",3,8,37.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",3,9,90,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",3,10,67.9,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5 cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",3,11,75.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",4,2,70,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI_Combo",4,3,95.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",4,4,70,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",4,5,71.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",4,6,80,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI_Combo",4,7,61.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",4,8,80,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",4,9,55.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",4,10,61.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",4,11,55.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",5,2,85.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",5,3,65.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",5,4,65.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",5,5,70,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",5,6,67.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",5,7,71.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",5,8,75.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",5,9,70,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",5,10,65.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",5,11,57.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",6,2,66.7,"bary_dtw_mean"
"UCLA_CNP","SCZ","SPI_Combo",6,3,70.8,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI_Combo",6,4,75,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI_Combo",6,5,79.2,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",6,6,79.2,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI_Combo",6,7,58.3,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",6,8,58.3,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",6,9,62.5,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI_Combo",6,10,83.3,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",6,11,79.2,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",7,2,58.3,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",7,3,50,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",7,4,70.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",7,5,70.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",7,6,87.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",7,7,70.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","SCZ","SPI_Combo",7,8,66.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",7,9,79.2,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",7,10,83.3,"dtw_constraint-itakura cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",7,11,75,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",8,2,70.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",8,3,80.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",8,4,90,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",8,5,75,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5 cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",8,6,60,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",8,7,75.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",8,8,85.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",8,9,70,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI_Combo",8,10,60,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",8,11,70,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",9,2,80,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",9,3,70,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",9,4,41.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",9,5,55.5,"phi_star_t-1_norm-0"
"UCLA_CNP","SCZ","SPI_Combo",9,6,70,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",9,7,80,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",9,8,60.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",9,9,65.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",9,10,60,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",9,11,55.5,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI_Combo",10,2,40.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",10,3,60,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",10,4,75.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",10,5,60.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",10,6,50.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",10,7,75.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",10,8,80,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",10,9,75.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",10,10,66.4,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",10,11,55.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",11,2,60,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",11,3,100,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",11,4,60,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI_Combo",11,5,66.4,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",11,6,70.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",11,7,55.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",11,8,70.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",11,9,60.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",11,10,65.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI_Combo",11,11,90,"cov_EmpiricalCovariance"
